"LOCATION","Country","FAMILY","Family type","HBTOPUPS","Include housing benefits","TYPE","Type of indicator","TIME","Year","Value","Flag Codes","Flags"
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",29,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",36,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",41,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",41,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",40,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",39,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",37,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",37,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",36,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",35,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",36,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",36,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",34,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",34,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",34,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",33,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",33,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",33,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",34,,
"OECD","OECD - Total","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",33,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2001","2001",9303,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2002","2002",9594,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2003","2003",9883,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2004","2004",10119,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2005","2005",10382,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2006","2006",10676,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2007","2007",11032,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2008","2008",11365,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2009","2009",11786,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2010","2010",12033,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2011","2011",12347,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2012","2012",12732,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2013","2013",13350,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2014","2014",13715,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2015","2015",13947,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2016","2016",14169,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2017","2017",14154,,
"AUS","Australia","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2018","2018",14238,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2001","2001",39,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2002","2002",38,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2003","2003",37,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2004","2004",35,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2005","2005",33,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2006","2006",31,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2007","2007",30,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2008","2008",28,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2009","2009",29,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2010","2010",29,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2011","2011",28,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2012","2012",28,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2013","2013",28,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2014","2014",28,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2015","2015",29,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2016","2016",29,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2017","2017",28,,
"AUS","Australia","SINGLE","Single person without children","0","No","0","GMI amount, in % of median disposable income","2018","2018",27,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2001","2001",67344,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2002","2002",4560,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2003","2003",5179,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2004","2004",5268,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2005","2005",5353,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2006","2006",5504,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2007","2007",5797,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2008","2008",5923,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2009","2009",6118,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2010","2010",6684,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2011","2011",6876,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2012","2012",6959,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2013","2013",7154,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2014","2014",7326,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2015","2015",7450,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2016","2016",7540,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2017","2017",7600,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2018","2018",7767,,
"AUT","Austria","SINGLE","Single person without children","0","No","1","GMI amount, in national currency","2019","2019",7969,,
